Name,Score,Keyword,Time,Purchase,Text,votes,Helpful_Votes,Experience,product_name
ANIRUDDHA SARKAR,5,nice,28-Aug-19,Verified Purchase,nice,Helpful,37,3,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Zulekha,5,Excellent,22-Aug-19,Verified Purchase,Excellent,Helpful,116,3,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Roshini ali,1,Very bad,21-Jul-19,Verified Purchase,The inner part of the watch is very harsh.... It shd be better as my skin was turned to red..,Helpful,108,4,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Chinni,5,Five Stars,2-Jul-18,Verified Purchase,I love this product it's very simple and nice,Helpful,116,4,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Nutan,5,Good quality,26-Jul-19,Verified Purchase,Original product I use it,Helpful,55,3,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Govind,3,Not bad,22-May-19,Verified Purchase,Not bad,Helpful,146,4,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
S.GOPI,5,Very nice,5-Nov-19,Verified Purchase,Very nice product,Helpful,218,3,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
KUMAR Reddicherla,4,EXQUISITE,13-Nov-18,Verified Purchase,Elegant & Very much value for money,Helpful,55,2,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Amazon Customer,4,Good,8-Mar-19,Verified Purchase,Good,Helpful,234,4,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Rumi kalita,5,Nice,23-Jul-19,Verified Purchase,Brought it for my mom....happy with the purchase.,Helpful,145,5,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
RAJ,2,Two Stars,16-Aug-18,Verified Purchase,Band length not sufficient for adjusting. Very small.,One person found this helpful,160,3,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Harsha F.,5,Highly recommend,26-Aug-19,Verified Purchase,Great buy,Helpful,42,5,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Sabariyaz,5,Luvly,7-Jan-19,Verified Purchase,Nice,Helpful,166,1,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
John Baxter Loe,4,Best in this price,5-Jun-19,Verified Purchase,Best in this price,Helpful,201,3,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Dr sanga s.v,4,Strap is not smooth,31-May-19,Verified Purchase,Notbad,Helpful,47,1,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Writan Bhattacharya,5,Excellent,1-Apr-19,Verified Purchase,Good,Helpful,116,5,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Nawab sengupta,5,Excellent 👍,7-Apr-19,Verified Purchase,Good watch value of money,Helpful,123,5,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Mrs Pawar,4,Nice product.,25-Nov-18,Verified Purchase,Liked it,Helpful,196,1,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Ruby,4,Worth for money,25-Mar-19,Verified Purchase,Its not like original.... but good product,Helpful,147,3,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Venu,4,Good,19-Nov-18,Verified Purchase,Good,Helpful,117,1,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Munna Saha,5,Good,28-Oct-19,Verified Purchase,Very good,Helpful,160,1,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Pappu Kumar Yadav,5,Normal,30-Jun-19,Verified Purchase,Good,Helpful,30,1,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Akkas Seikh,5,Very good,27-Oct-19,Verified Purchase,Very good,Helpful,149,5,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Hkkk,5,Very good,24-Jun-19,Verified Purchase,Golden,Helpful,83,3,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Mahak R.,5,This product is very well and good looking,7-Oct-19,Verified Purchase,Very nice,,190,2,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Amartyo,5,Five Stars,15-Feb-18,Verified Purchase,Very nice product,One person found this helpful,10,1,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
kunjal,3,worth,17-Jul-19,Verified Purchase,good for the price,,148,1,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Stella Silva,4,Good,20-Nov-18,Verified Purchase,Simple Nd Beautiful,Helpful,61,3,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
SRIRAMACHANDRAN,5,Wow,15-Nov-18,Verified Purchase,Wow super cool and gift to my cousin,Helpful,205,5,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Monisha,5,Nuce,7-Oct-19,Verified Purchase,Nice to buy,Helpful,188,2,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Amazon Customer,4,Four Stars,15-Jun-18,Verified Purchase,Nice Product.....,One person found this helpful,164,3,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
srinewas,5,Nice,8-Nov-18,Verified Purchase,Very good,Helpful,95,3,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Amit,5,Very nice watch. my mother liked it,6-Apr-18,Verified Purchase,Very nice watch.my mother liked it.,One person found this helpful,14,1,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Loin king,5,Five Stars,22-Jun-18,Verified Purchase,Awesome product,Helpful,58,4,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Praveen S,4,Nice product,16-Aug-19,Verified Purchase,Nice,Helpful,57,3,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Lova Raju,5,Excellent,27-Oct-19,Verified Purchase,Very good and reasonable price thank you Amazon,Helpful,50,3,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
VINOD.T,4,Good product,21-Oct-19,Verified Purchase,Good watch value for money,Helpful,107,3,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Amazon Customer,5,good,15-Jun-19,Verified Purchase,No,Helpful,226,2,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
ANKESH RAO,5,Good quality,31-Jan-19,Verified Purchase,Amazing,Helpful,82,4,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
titus karthik,5,Worth for money,22-Jan-19,Verified Purchase,Good,Helpful,120,4,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
D.pathak,5,Happy 😍😍😍😍,31-Oct-19,Verified Purchase,I give it my mom she is so happy,Helpful,2,2,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Sonia,1,Not as described,15-Mar-19,Verified Purchase,Not working not as described need by money back,Helpful,49,1,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
ambuj,4,Good product,13-Jan-19,Verified Purchase,Good product,Helpful,189,2,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Rayub,3,Very small,9-Jan-19,Verified Purchase,Very small model,Helpful,192,5,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Pallabi Ghosh,5,Very nice product,9-Jul-19,Verified Purchase,Good product i love it,Helpful,3,5,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Gowthami,5,Sonata watch,4-Apr-19,Verified Purchase,Good quality,Helpful,170,1,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Amazon Customer,5,Good,4-Oct-19,Verified Purchase,Good,Helpful,2,5,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Sujit Kumar Datta,5,I liked the product.....,22-Nov-18,Verified Purchase,I liked the product.....,Helpful,204,2,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Mohammed khasim,3,Good but not standard packed,16-Oct-18,Verified Purchase,Good but not standard packed,Helpful,136,1,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Mohan Lakshmi,5,Nice,12-Apr-19,Verified Purchase,Nice,Helpful,176,5,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Ambika,5,Worth it,12-Aug-19,Verified Purchase,Really good,Helpful,232,2,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Gowramma,5,Satisfied with product,27-Aug-19,Verified Purchase,This is Best watch for daily use,Helpful,71,3,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Sarang,4,Like ❤,28-Aug-19,Verified Purchase,Liked it,Helpful,225,1,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
pranet,5,Best,26-Jul-19,Verified Purchase,Very nice watch I really liked it very much,Helpful,2,2,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Amazon Customer,3,Three Stars,22-May-18,Verified Purchase,Good product,Helpful,105,1,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
anil kumar,3,good products,5-Apr-18,Verified Purchase,good products,Helpful,65,3,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Amazon Customer,5,Nice,14-Jun-19,Verified Purchase,Good looking,Helpful,162,5,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
JAIkumar Nadagoud,4,Super,31-Jan-19,Verified Purchase,Nice,Helpful,162,1,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Shaun mascarenhas,5,Best & good product in medium price,1-Nov-19,Verified Purchase,Sonata watch is good for that value,Helpful,130,4,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Isha,5,Worth it,28-Jun-19,Verified Purchase,Very good purchase at a reasonable price.,Helpful,96,4,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Angel,5,Go for it,9-Nov-18,Verified Purchase,Very pretty..,Helpful,195,3,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
BABULAL N PASI,5,VERY NICE,25-May-19,Verified Purchase,VERY NICE AND VERY BEAUTIFUL 🌺,Helpful,80,5,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
nivedita barik barua,4,about product,7-Nov-18,Verified Purchase,nice product.worth utilization of money.,Helpful,121,5,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Arup Kumar Kar,5,Good purchase.,31-Oct-19,Verified Purchase,Nice product.,Helpful,53,3,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Sreeja b c,5,Nice,24-Mar-19,Verified Purchase,Best,Helpful,118,1,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Amazon Customer,5,Nice buy,2-Aug-19,Verified Purchase,Value for money,Helpful,25,1,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Samuel R.,5,Nice watch,19-Aug-19,Verified Purchase,Value for money,Helpful,118,1,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Amazon Customer,5,Njce,20-Jul-19,Verified Purchase,Nice product,Helpful,43,5,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
CHHOTU Kumar,4,Sonata watch,31-May-19,Verified Purchase,Good,Helpful,95,1,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Md Zoaib Alam,4,Not bad,20-Mar-19,Verified Purchase,Okay,Helpful,84,1,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Benjamin,5,Five Stars,9-Sep-19,Verified Purchase,On the whole it was a great product,Helpful,206,2,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
GURU DYAL,1,Go and buy this one,29-Oct-19,Verified Purchase,Good looking but slightly costly,Helpful,122,5,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Sujithra D.,4,Sonata ladies watch,31-May-19,Verified Purchase,Worth for money... Good looking,Helpful,230,1,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Durgeshwaren,5,Wonderful Product,28-Aug-19,Verified Purchase,Nice beautiful product sonata,Helpful,63,1,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
SWAMY,5,Good watch within the price range. Moreover it is a Tata product.,26-May-19,Verified Purchase,Good,Helpful,157,2,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Anantha Lakshmi,5,Ok,12-Aug-19,Verified Purchase,Money value,Helpful,126,4,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Kanchan,5,Nice one,12-Jul-19,Verified Purchase,Good product,Helpful,170,1,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
j v,4,nice,15-Oct-19,Verified Purchase,goodd one.,Helpful,37,1,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Dip's,4,Good for gift item,5-Jun-19,Verified Purchase,Fantastic on that price.,Helpful,131,2,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Suman V,4,Value for money,19-Oct-19,Verified Purchase,Worth it,Helpful,68,4,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
R.sailaja,4,Nice watch,6-Oct-19,Verified Purchase,Good..i like very much,Helpful,37,3,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Amazon Customer,5,Good,26-Jan-19,Verified Purchase,Good,Helpful,45,2,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Manikandan,5,Excellent product and accurate delivery time,10-Oct-18,Verified Purchase,The product is excellent and worth of the money!,Helpful,226,4,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Amazon Customer,5,V. Good,24-Jan-19,Verified Purchase,Like,Helpful,51,2,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Abhi,4,NYC,14-Jun-19,Verified Purchase,Nice,Helpful,230,1,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
subrata baidya,4,nice,7-Aug-19,Verified Purchase,good,Helpful,29,5,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Sangeetha,5,Gud,3-Nov-19,Verified Purchase,Nice,Helpful,72,5,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Subodh,5,The outlook of the watch is liked by my daughter.,8-Jan-19,Verified Purchase,I lioked the watch and its timings are perfect.,Helpful,212,4,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
william,4,Nice,1-Sep-19,Verified Purchase,I like you,Helpful,26,3,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Amazon Customer,5,Nice,2-Oct-19,Verified Purchase,Good one,Helpful,94,4,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Ashwini,4,Awesome,1-Jan-19,Verified Purchase,Nice 👌,Helpful,184,5,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Samapti,4,Nice one,18-Feb-19,Verified Purchase,Awesome looking,Helpful,217,3,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Amazon Customer,3,Good product,20-Oct-18,Verified Purchase,Nice,Helpful,69,5,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
VEERESH PATTAR,5,Good,10-Sep-18,Verified Purchase,Very nice,Helpful,71,5,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Harsha,5,Very good,29-Dec-18,Verified Purchase,Like,Helpful,218,1,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Abhishek Anand,5,Good,13-Jun-19,Verified Purchase,Good,Helpful,93,2,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Udita,5,Happy to use,17-Dec-18,Verified Purchase,:),Helpful,109,2,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Amazon Customer,5,Thank you Amazon,23-Jul-19,Verified Purchase,I like it,Helpful,224,4,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Ravi Singhq,1,Worst,11-Nov-18,Verified Purchase,Bad quality,Helpful,156,3,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Jitesh,4,Four Stars,21-Aug-18,Verified Purchase,Nice...,Helpful,189,2,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
rashmi arya,4,Good,27-Jun-18,Verified Purchase,It is good .,Helpful,120,4,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Buddy,4,Good worthy,22-Jul-19,Verified Purchase,Nice,Helpful,223,5,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Vinay N,3,Good,22-Aug-19,Verified Purchase,Like,Helpful,203,5,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
anand,5,Nice,6-Jun-19,Verified Purchase,Nice,Helpful,71,3,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Saswata,4,Good,11-Sep-19,Verified Purchase,Good,Helpful,44,5,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Soundiah shetty,5,Good,18-Oct-19,Verified Purchase,Good,Helpful,210,3,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Srelekha,4,Four Stars,10-Mar-18,Verified Purchase,nice watch,Helpful,94,2,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Veecube,4,Four Stars,7-May-18,Verified Purchase,Good product,Helpful,220,2,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Saroj Shaw,4,A Nice Gift,19-Jun-19,,The product is a net little package suitable for gifting.,Helpful,94,4,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Rahul,4,Good product,12-Oct-18,,Good product at this price,Helpful,65,3,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Rakesh Kumar Sharma,5,Good Product,5-Oct-19,Verified Purchase,Good Product,Helpful,47,3,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Bldev markam,4,Good product,8-Nov-19,Verified Purchase,Achcha product,Helpful,7,3,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Amazon Customer,5,Worth,7-Nov-19,Verified Purchase,Nice product,Helpful,98,1,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
P.jeyakumar,4,Nice,7-Nov-19,Verified Purchase,Very good product,Helpful,147,1,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Suvadeep G.,3,Not bad,26-Oct-19,Verified Purchase,Not so bad,Helpful,169,4,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Jitendra thakur,5,Good quality,21-Aug-19,Verified Purchase,Very nice,Helpful,60,4,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
SGN,5,Gift,29-Oct-18,Verified Purchase,Was a gift for mom and she absolutely loved it,Helpful,226,5,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
HERALD,4,Good,11-Nov-19,Verified Purchase,Good,Helpful,127,2,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Uzair khan,4,Awesome,23-Jul-19,Verified Purchase,Awesome,Helpful,49,2,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Ravi,3,Not bad,9-Nov-19,Verified Purchase,Not bad,Helpful,180,1,Sonata Analog Champagne Dial Women's Watch-NK87018YM01
Amazon Customer,5,I juat loved it... I always wanted to have such a watch... Tq amazon...,13-Mar-18,Verified Purchase,Best stylish dignified &posh watch... Buy it if u want to use it for daily wear,,62,3,Sonata Analog White Dial Women's Watch -NJ8989PP03C
Sunita Rawat,5,A Must buy Product ✌💯,15-Nov-18,Verified Purchase, Best watch at this price. Go and Grab it.Definately recommend every girl to buy this attractive stainless steel watch ☺✌the best about this watch is that you can wear it on any occasion. Casual or parties.Looks & design - 💯Working properly -💯On time delivery - 💯Packaging - 💯Thank you Amazon 🙏,7 people found this helpful,9,4,Sonata Analog White Dial Women's Watch -NJ8989PP03C
Nithesh,4,Good at this rate,29-Jul-18,Verified Purchase,Good one.. the lock seems a bit clumsy while wearing and removing.. but overall a good one at this rate..,,1,1,Sonata Analog White Dial Women's Watch -NJ8989PP03C
shweta g.,4,Overall Nice Watch,31-May-18,Verified Purchase,It looks good.. Light weight.. simple nd sober,4 people found this helpful,1,3,Sonata Analog White Dial Women's Watch -NJ8989PP03C
