Name,Score,Keyword,Time,Purchase,Text,votes,Helpful_Votes,product_name,Experience
Anantha Lakshmi,3,Excellent!,2014-01-21,Y,"It holds charge well, has a fast shutter for a point and shoot. Nice effects.  Waterproof-shockproof-but not sand proof.  Be care with this thing on the beach.  We took it to Pictured rocks and the photos are great, but if you get sand in the navigation controls its will mess with the controls until you clean it out.<br /><br />3 stars for poor menu setup, its a pain trying to find the menues since the menues are contextual based on where you are in the camera.  Sand is a problem for this camera and since it is market as a outdoor takes abuse camera sand should have been more of the equation than it was.<br /><br />Photos are clear and the panorama feature is really cool, but my cellphone can do that now.",1,1,Nikon COOLPIX AW100 16 MP CMOS Waterproof Digital Camera with GPS and Full HD 1080p Video,4
Kanchan,1,View screen blacked out on the first day of our vacation,2014-01-19,N,We were excited to get this camera. It worked great for the first three days. On the third day the view screen blacked out. We were out of the country so customer service for Nikon was no help at all. Basically told us that we were out of luck. We were unable to capture any photos on our honeymoon. No pictures of our dives. I would not recommend this camera.,0,0,Nikon COOLPIX AW100 16 MP CMOS Waterproof Digital Camera with GPS and Full HD 1080p Video,1
j v,5,Truly waterproof and shockproof.,2014-01-14,Y,"We ride a tandem bike with my husband in the front saddle and me in the back saddle.  I often I place the camera in one of the rear pockets of my husband's cycling jersey while we ride in order to place the camera in a position where it is easier for me to reach while bike riding. The last time we rode, he didn't realize that I left the camera in the back pocket of his jersey.  He put the jersey into our washing machine and only after the wash cycle was half over did we realize that our camera was missing.  We opened the washer and retrieved the camera expecting the worst.  We were both surprised when we found that the camera is still completely functional and that we couldn't even tell that it went through the wash.",2,2,Nikon COOLPIX AW100 16 MP CMOS Waterproof Digital Camera with GPS and Full HD 1080p Video,1
Dip's,5,Nikon Coolpix Aw100,2014-01-14,Y,"Another fantastic product from Nikon. I have not had any problems as of yet. Provides great pictures, and easy to download all to computer.",0,0,Nikon COOLPIX AW100 16 MP CMOS Waterproof Digital Camera with GPS and Full HD 1080p Video,2
Suman V,5,My favorite Camera,2014-01-14,Y,"I have had this camera for just shy of two years as of this writing. I initially bought a refurbished unit here off of Amazon because it was $100 cheaper. The camera I received looked new and in box. I have had many Sony Cybershots only to have their lenses fail on me, we had a Canon and could never get a clear picture with it. We bought a Nikon d60 DSLR and loved the freedom and features, but found it to be too bulky for most of our activities. This Coolpix was the answer, and being waterproof it was great with kids around.<br /><br />I love having photos tagged with GPS. The image quality is better than any point-and-shoot that I have owned. It is fun to take the camera to the beach and act like you forgot it is around you neck when going in the water; other people look at you expecting to see you freak out, but then they freak out when you just start taking more pictures.<br /><br />We went to the Upper Peninsula of Michigan and had a great time. We got pictures and video of our dogs swimming from under the water. One thing the strikes me with this camera is that it is the only camera that I haven't babied and protected - yet it still looks new and works perfectly.<br /><br />The battery life is short when the GPS is tracking your locations. I only turn that feature on for trips and things that I want to geotag. Getting extra batteries doesn't cost much and makes it possible to always have a charge. My D60 has an amazing battery that I almost never have to charge, so that was one surprise with this camera.<br /><br />I don't find the menu to be difficult for the most part. There are times I can't find some features, but they aren't usually features that I use a lot. The maps are not very in depth, just land and water. It is nice to be able to see markers where all the pictures were taken.<br /><br />I do like that there is internal memory and that it can copy to a memory card. This is useful when I've forgotten to put a card in the camera. I just wish the memory had been larger.<br /><br />I have never had any trouble with this camera; with leaking or anything else. There are times when I am on the wrong settings and I get blurry pictures, but that is more user error than a camera issue. I'd like to get a second for my wife.had been larger.<br /><br />I have never had any trouble with this camera; with leaking or anything else. There are times when I am on the wrong settings and I get blurry pictures, but that is more user error than a camera issue. I'd like to get a second for my wife.",2,2,Nikon COOLPIX AW100 16 MP CMOS Waterproof Digital Camera with GPS and Full HD 1080p Video,4
R.sailaja,3,Leaked water during 1st 2 weeks use while snorkeling,2014-01-13,N,"The camera takes great pictures.  The wifi capability and gps are great features while it lasted.  We bought it at Cost*co and were able to return it after it failed.  We were on a 2 week cruise and my spouse climbed in the water and it wouldn't turn on, we discovered the battery and media compartment flooded.  We just haven't had good luck with this brand.  Back to sony, they have been very reliable",2,1,Nikon COOLPIX AW100 16 MP CMOS Waterproof Digital Camera with GPS and Full HD 1080p Video,3
Amazon Customer,1,DOA just after warranty expiration!,2014-01-10,Y,"Shockproof.  Waterproof.  Great pics.  I would have agreed wholeheartedly until it suffered a catastrophic failure last week!<br /><br />I have owned this camera for just over a year and maintain it according to manual specs (I have a full-sized DSLR camera with a waterproof housing that's been maintained and worked perfectly for over 4 years).  I've stored my AW100 in a padded case when not in use and have never dropped it.  Most of my pics are above water in dry conditions.  No pool use and only occasional shallow (5-10') snorkeling use with immediate freshwater wash afterwards.<br /><br />I usually carry several cameras when traveling but I became so confident that this camera was the only point & shoot  I needed that I opted not to bring a &#34;back-up&#34;.  Big mistake.<br /><br />My first sign of trouble was when I tried turning it on (on dry land) and got the &#34;this card cannot be used in the camera&#34; message.  Hmmm, I've used this card many times before.  Switch out the cards and a few pics later the same message.  Again, I switch to a third card and all seems ok.  Off to snorkel (no deeper than 5') and the &#34;card error&#34; pops up after a few pics then everything flashes and the camera shuts down.  Hmmmm.<br /><br />After rinsing and drying the camera I opened it to find the inside is now wet.  The camera no longer works at all.  This is absurd for a camera that is marketed to the more adventurous user.<br /><br />And, yes, as I said earlier, I did perform seal maintenance as required.  No sand, salt, etc was ever an issue.  I won't be replacing this with another Nikon!",2,1,Nikon COOLPIX AW100 16 MP CMOS Waterproof Digital Camera with GPS and Full HD 1080p Video,2
Manikandan,3,"Decent camera, but freezes up",2014-01-08,N,"I bought this camera for shallow (snorkeling) underwater pics and video and so I wouldn't have to worry about water damage in everyday use. I also have young kids around, and didn't want to have to worry about dropping damage. I used it for snorkeling and it worked ok. Pictures are decent. It frequently had too slow of shutter speed in auto mode so pics were blurred. The major problem is that the first one I got would freeze up(no button would work and it wouldn't turn off) and I would have to take the battery out to restart it. I exchanged it and the new one is doing the same thing. I just have to remember to turn it off after every picture instead of letting it go into sleep mode.  I hadn't seen this in any other review, but maybe I missed it. Frustrating.  Not convinced any other would be better, so just going to work with it.  I have not had it leak yet.",0,0,Nikon COOLPIX AW100 16 MP CMOS Waterproof Digital Camera with GPS and Full HD 1080p Video,4
Amazon Customer,5,Amazing,2014-01-08,Y,"This is an amazing little camera.  I have higher end cameras too and this little thing continues to impress me.  When you can't lug the big camera's with you, this little thing will amaze you.  I have been fairly abusive to it and it is holding up perfectly.",1,1,Nikon COOLPIX AW100 16 MP CMOS Waterproof Digital Camera with GPS and Full HD 1080p Video,2
Abhi,5,Great camera,2014-01-07,Y,"This camera is just an amazing one,<br />Coz i have used this last month on my vacation,and the result was awesome and clear photos inside the water,,<br /><br />Love it",0,0,Nikon COOLPIX AW100 16 MP CMOS Waterproof Digital Camera with GPS and Full HD 1080p Video,1
